Order,Level,Code,Parent,Description,Unit,Description of unit,Production type,Description of production type,References to HS/CN
1857367,2,222219,2222,Other plastic packing goods,,,,,
1857368,3,22221910,222219,"Spools, cops, bobbins and similar supports, of plastics",kg,DE: Kilogramm. EN: Kilogram. FR: Kilogramme,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",3923[.40(.10 + .90)]
1857369,3,22221925,222219,"Plastic stoppers, lids, caps, capsules and other closures",kg,DE: Kilogramm. EN: Kilogram. FR: Kilogramme,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",3923[.50(.10 + .90)]
1857370,3,22221950,222219,"Articles for the conveyance or packaging of goods, of plastics (excluding boxes, cases, crates and similar articles; sacks and bags, including cones; carboys, bottles, flasks and similar articles; spools, spindles, bobbins and similar supports; stoppers, lids, caps and other closures)",kg,DE: Kilogramm. EN: Kilogram. FR: Kilogramme,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",3923 90
1857371,1,2223,,Manufacture of builders’ ware of plastic,,,,,
1857372,2,222311,2223,"Floor, wall or ceiling coverings of plastics, in rolls or in the form of tiles",,,,,
1857373,3,22231155,222311,"Floor coverings in rolls or in tiles and wall or ceiling coverings consisting of a support impregnated, coated or covered with polyvinyl chloride",m²,DE: Quadratmeter. EN: Square metre. FR:  Mètre carré,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",3918 10 10
1857374,3,22231159,222311,"Other floor, wall, ceiling... coverings of polymers of vinyl chloride",m²,DE: Quadratmeter. EN: Square metre. FR:  Mètre carré,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",3918 10 90
1857375,3,22231190,222311,Floor coverings in rolls or in tiles; and wall or ceiling coverings of plastics (excluding of polymers of vinyl chloride),m²,DE: Quadratmeter. EN: Square metre. FR:  Mètre carré,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",3918 90
1857376,2,222312,2223,"Baths, wash-basins, lavatory pans and covers, flushing cisterns and similar sanitary ware, of plastics",,,,,
1857377,3,22231250,222312,"Plastic baths, shower-baths, sinks and wash-basins",p/st,DE: Anzahl Stück. EN: Number of items. FR: Nombre de pièces,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",3922 10
1857378,3,22231270,222312,Plastic lavatory seats and covers,p/st,DE: Anzahl Stück. EN: Number of items. FR: Nombre de pièces,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",3922 20
1857379,3,22231290,222312,"Plastic bidets, lavatory pans, flushing cisterns and similar sanitary ware (excluding baths, showers-baths, sinks and wash-basins, lavatory seats and covers)",p/st,DE: Anzahl Stück. EN: Number of items. FR: Nombre de pièces,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",3922 90
1857380,2,222313,2223,"Reservoirs, tanks, vats and similar containers, capacity > 300 l, of plastics",,,,,
1857381,3,22231300,222313,"Plastic reservoirs, tanks, vats, intermediate bulk and similar containers, of a capacity > 300 litres",kg,DE: Kilogramm. EN: Kilogram. FR: Kilogramme,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",3925 10
1857382,2,222314,2223,"Doors, windows and frames and thresholds for doors; shutters, blinds and similar articles and parts thereof, of plastics",,,,,
1857383,3,22231450,222314,"Plastic doors, windows and their frames and thresholds for doors",p/st,DE: Anzahl Stück. EN: Number of items. FR: Nombre de pièces,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",3925 20
1857384,3,22231470,222314,"Plastic shutters, blinds and similar articles and parts thereof",kg,DE: Kilogramm. EN: Kilogram. FR: Kilogramme,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",3925 30
1857385,2,222315,2223,"Linoleum and hard non-plastic surface floor coverings, i.e. resilient floor coverings, such as vinyl, linoleum etc.",,,,,
1857386,3,22231500,222315,"Linoleum, floor coverings consisting of a coating or covering applied on a textile backing (excluding sheets and plates of linoleum compounds)",m²,DE: Quadratmeter. EN: Square metre. FR:  Mètre carré,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",5904[.10 + .90]
1857387,2,222319,2223,Builders' ware of plastics n.e.c.,,,,,
1857388,3,22231950,222319,Builder’s fittings and mountings intended for permanent installation of plastics,kg,DE: Kilogramm. EN: Kilogram. FR: Kilogramme,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",3925 90 10
1857389,3,22231990,222319,"Builders’ ware for the manufacture of flooring, walls, partition walls, ceilings, roofing, etc., guttering and accessories, banisters, fences and the like, fitted shelving for shops, factories, warehouses, storerooms, etc., architectural ornaments such as fluting, vaulting and friezes, of plastics, n.e.c.",kg,DE: Kilogramm. EN: Kilogram. FR: Kilogramme,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",3925 90 80
1857390,2,222320,2223,Prefabricated buildings of plastics,,,,,
1857391,3,22232000,222320,"Prefabricated buildings, of plastics",,,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",9406 90 90a
1857392,1,2229,,Manufacture of other plastic products,,,,,
1857393,2,222910,2229,"Apparel and clothing accessories (including gloves), of plastics",,,,,
1857394,3,22291000,222910,"Plastic articles of apparel and clothing accessories (including gloves, raincoats, aprons, belts and babies’ bibs) (excluding headgear)",kg,DE: Kilogramm. EN: Kilogram. FR: Kilogramme,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",3926 20
1857395,2,222921,2229,"Self-adhesive plates, sheets, film, foil, tapes, strip and other flat shapes of plastics, in rolls of width ≤ 20 cm",,,,,
1857396,3,22292130,222921,"Self-adhesive strips of plastic with a coating consisting of unvulcanised natural or synthetic rubber, in rolls of a width ≤ 20 cm",kg,DE: Kilogramm. EN: Kilogram. FR: Kilogramme,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",3919[.10(.12 + .15 + .19)]
1857397,3,22292140,222921,"Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, in rolls ≤ 20 cm wide (excluding plastic strips coated with unvulcanised natural or synthetic rubber)",kg,DE: Kilogramm. EN: Kilogram. FR: Kilogramme,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",3919 10 80
1857398,2,222922,2229,"Other self-adhesive plates, sheets, film, foil, tapes, strip and other flat shapes of plastics",,,,,
1857399,3,22292240,222922,"Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, whether or not in rolls > 20 cm wide (excluding floor, wall and ceiling coverings of HS 3918)",kg,DE: Kilogramm. EN: Kilogram. FR: Kilogramme,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",3919[.90(.20 + .80)]
1857400,2,222923,2229,"Tableware, kitchenware, other household articles and toilet articles, of plastics",,,,,
1857401,3,22292320,222923,Tableware and kitchenware of plastic,kg,DE: Kilogramm. EN: Kilogram. FR: Kilogramme,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",3924 10
1857402,3,22292340,222923,"Household articles and toilet articles, of plastics (excluding tableware, kitchenware, baths, shower-baths, washbasins, bidets, lavatory pans, seats and covers, flushing cisterns and similar sanitary ware)",kg,DE: Kilogramm. EN: Kilogram. FR: Kilogramme,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",3924 90
1857403,2,222924,2229,"Parts n.e.c. for lamps and lighting fitting, illuminated name-plates and the like, of plastics",,,,,
1857404,3,22292400,222924,"Plastic parts for lamps, lighting fittings and illuminated signs and name-plates",,,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",9405 92
1857405,2,222925,2229,Office or school supplies of plastics,,,,,
1857406,3,22292500,222925,"Office or school supplies of plastic (including paperweights, paper-knives, blotting pads, pen-rests and book marks)",kg,DE: Kilogramm. EN: Kilogram. FR: Kilogramme,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",3926 10
1857407,2,222926,2229,"Fittings for furniture, coachwork or the like, of plastics; statuettes and other ornamental articles, of plastics",,,,,
1857408,3,22292610,222926,"Plastic fittings for furniture, coachwork or the like",kg,DE: Kilogramm. EN: Kilogram. FR: Kilogramme,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",3926 30
1857409,3,22292620,222926,"Statuettes and other ornamental articles of plastic (including photograph, picture and similar frames)",kg,DE: Kilogramm. EN: Kilogram. FR: Kilogramme,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",3926 40
1857410,3,22292630,222926,"Perforated buckets and similar articles used to filter water at the entrance to drains, of plastic",kg,DE: Kilogramm. EN: Kilogram. FR: Kilogramme,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",3926 90 50
1857411,2,222929,2229,Other articles of plastics,,,,,
1857412,3,22292910,222929,"Hard rubber or plastic combs, hair-slides and the like (excluding electro-thermic hairdressing apparatus)",kg,DE: Kilogramm. EN: Kilogram. FR: Kilogramme,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",9615 11
1857413,3,22292915,222929,"Hairpins, curling pins, curling grips, hair-curlers and the like, and parts thereof, of plastic (excluding electro-thermic hairdressing apparatus)",kg,DE: Kilogramm. EN: Kilogram. FR: Kilogramme,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",9615 90 00a
1857414,3,22292920,222929,Outer soles and heels of plastics,p/st,DE: Anzahl Stück. EN: Number of items. FR: Nombre de pièces,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",6406 20 90
1857415,3,22292950,222929,Other articles made from sheet,kg,DE: Kilogramm. EN: Kilogram. FR: Kilogramme,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",3926 90 92
1857416,3,22292995,222929,Other articles of plastic n.e.c (excluding appliances identifiable for ostomy use),,,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",3926 90 97
1857417,2,222991,2229,Manufacturing services of other plastic products,,,,,
1857418,3,22299110,222991,"Plastic parts for machinery and mechanical appliances, excluding internal combustion piston engines, gas turbines",,,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",
1857419,3,22299125,222991,Plastic parts for apparatus of HS 8509 and 8516,,,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",
1857420,3,22299127,222991,"Plastic parts for turntables, record players, cassette-players, magnetic tape recorders, other sound or video recording/reproducing apparatus excluding pick-up cartridges",,,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",
1857421,3,22299130,222991,Plastic parts for apparatus of HS 8525 to 8528,,,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",
1857422,3,22299140,222991,"Plastic products, parts of apparatus of HS 8535 to 8537, and 8542",,,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",
1857423,3,22299150,222991,"Plastic parts for locomotives or rolling stock, railway or tramway track fixtures and fittings, mechanical signalling, safety or traffic control equipment",,,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",
1857424,3,22299160,222991,Plastic parts and accessories for all land vehicles (excluding for locomotives or rolling stock),,,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",
1857425,3,22299180,222991,Plastic parts for aircraft and spacecraft,,,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",
1857426,3,22299193,222991,"Plastic parts for electrical machinery and equipment, sound recorders and reproducers, television image and sound recorders and reproducers",,,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",
1857427,3,22299197,222991,"Plastic parts for optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus",,,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",
1857428,1,2311,,Manufacture of flat glass,,,,,
1857429,2,231111,2311,"Glass cast, rolled, drawn or blown, in sheets, but not otherwise worked",,,,,
