ID,PRCCODE,Description,EXPQNT,EXPVAL,IMPQNT,IMPVAL,PRODQNT,PRODVAL,QNTUNIT
3265,28131125,"Pumps fitted or designed to be fitted with a measuring device, for dispensing liquids (excl.pumps for dispensing fuel or lubricants, of the type used in filling stations or in garages)","1,424,055","37,971,160","2,191,923","37,313,070",:,"52,085,994",p/st
3266,28131145,"Hand pumps for liquids, excluding pumps fitted or designed to be fitted with a measuring device","42,573,551","31,265,360","183,872,069","31,132,670",:,:,p/st
3267,28131165,"Fuel, lubricating or cooling-medium pumps for internal combustion engines","5,794,550","212,252,880","14,493,814","572,964,150",:,:,p/st
3268,28131185,Concrete pumps,"11,015","3,011,900","2,348","7,263,750",71,"623,933",p/st
3269,28131220,"Positive displacement reciprocating pumps, dosing and proportioning","5,718,690","23,169,580","1,882,499","15,487,840","49,851","31,512,021",p/st
3270,28131250,In-line reciprocating piston pumps,"861,507","45,091,750","1,017,037","17,957,180",:,:,p/st
3271,28131280,"Positive displacement reciprocating pumps, diaphragm","200,931","36,259,560","431,061","33,604,980","705,671","15,427,654",p/st
3272,28131320,"Positive displacement pumps, rotary, gear","386,034","62,452,320","54,557","26,471,240","4,940","19,035,616",p/st
3273,28131340,"Positive displacement pumps, rotary, vane","70,933","11,659,580","569,469","7,951,080",:,:,p/st
3274,28131360,"Positive displacement pumps, rotary, screw","2,667","2,039,020",317,"1,178,070",:,:,p/st
3275,28131380,"Positive displacement pumps, rotary (including peristaltic, rotary lobe and helical rotor pumps) (excluding hydraulic units, gear pumps, vane pumps, screw pumps)","133,686","94,564,200","1,749,314","58,124,980","159,471","99,980,785",p/st
3276,28131413,"Submersible motor, single-stage rotodynamic drainage and sewage pumps","260,895","62,364,680","528,480","68,394,470","568,721","43,266,155",p/st
3277,28131415,"Submersible motor, multi-stage rotodynamic pumps","23,272","8,137,030","90,315","13,162,890",61,"17,991,206",p/st
3278,28131417,Glandless impeller pumps for heating systems and warm water supply,"43,417","9,768,340","886,983","63,858,670",:,:,p/st
3279,28131420,Rotodynamic pumps <= 15 mm discharge,"160,761","6,406,550","257,448","5,599,030",:,:,p/st
3280,28131430,"Centrifugal pumps with a discharge outlet diameter > 15 mm, channel impeller pumps, side channel pumps, peripheral pumps and regenerative pumps","6,114","1,241,830","153,549","4,014,360","300,319","44,378,384",p/st
3281,28131451,"Centrifugal pumps with a discharge outlet diameter > 15 mm, single-stage with a single entry impeller, close coupled","3,410","1,521,020","164,005","17,706,050","5,387","33,260,616",p/st
3282,28131453,"Centrifugal pumps with a discharge outlet diameter > 15 mm, single stage with a single entry impeller, long coupled","25,600","63,524,680","1,590,549","11,851,100","8,202","62,378,633",p/st
3283,28131455,"Centrifugal pumps with a discharge outlet diameter > 15 mm, single-stage with double entry impeller",269,"1,509,560","9,212","5,037,620",:,"30,695,934",p/st
3284,28131460,"Centrifugal pumps with a discharge outlet diameter > 15 mm, multi-stage (including self-priming)","23,317","12,512,030","62,306","19,441,310",:,"93,939,257",p/st
3285,28131471,Rotodynamic single-stage mixed flow or axial pumps,"78,557","79,819,390","151,844","39,075,740","3,012","17,178,510",p/st
3286,28131475,Rotodynamic multi-stage mixed flow or axial pumps,"38,152","84,450,500","898,563","23,768,890",0,0,p/st
3287,28131480,"Other liquid pumps, liquid elevators","747,637","155,698,820","33,986,303","138,430,160","260,196","9,899,289",p/st
3288,28132170,"Rotary piston vacuum pumps, sliding vane rotary pumps, molecular drag pumps, Roots pumps, diffusion pumps, cryopumps and adsorption pumps","236,965","26,461,170","107,103","42,683,090",:,:,p/st
3289,28132190,Vacuum pumps of a kind used solely or principally for the manufacture of semiconductors or flat panel displays; liquid ring,"927,629","56,485,560","2,178,928","81,589,770","28,113",:,p/st
3290,28132200,Hand or foot-operated air pumps,"345,020","5,646,920","3,445,695","12,639,700",:,:,p/st
3291,28132300,Compressors for refrigeration equipment,"385,063","93,602,980","1,398,834","138,502,240",:,:,p/st
3292,28132400,Air compressors mounted on a wheeled chassis for towing,"126,936","8,490,480","296,342","20,626,180",45,"1,286,297",p/st
3293,28132530,"Turbo-compressors, single stage","868,733","331,243,670","1,726,903","365,230,730",:,:,p/st
3294,28132550,"Turbo-compressors, multistage","27,602","13,976,450","782,618","99,682,450",0,0,p/st
3295,28132630,"Reciprocating displacement compressors having a gauge pressure capacity <= 15 bar, giving a flow <= 60 m³/hour","162,996","17,296,410","1,090,405","32,446,100","6,977","1,382,374",p/st
3296,28132650,"Reciprocating displacement compressors having a gauge pressure capacity <= 15 bar, giving a flow per hour > 60 m³","10,195","526,470","118,769","3,381,620",0,0,p/st
3297,28132670,"Reciprocating displacement compressors having a gauge pressure capacity > 15 bar, giving a flow per hour <= 120 m³","5,792","11,202,420","15,709","3,868,620","2,991","34,433,882",p/st
3298,28132690,"Reciprocating displacement compressors having a gauge pressure capacity > 15 bar, giving a flow per hour > 120 m³",419,"13,062,790","94,218","28,308,550",:,"3,272,259",p/st
3299,28132730,"Rotary displacement compressors, single-shaft","107,234","16,788,820","118,648","12,119,480",481,"2,259,497",p/st
3300,28132753,Multi-shaft screw compressors,"14,877","55,558,140","211,642","108,121,790",61,"61,563,676",p/st
3301,28132755,Multi-shaft compressors (excluding screw compressors),"1,479","1,606,630","34,534","5,356,960",715,"9,443,773",p/st
3302,28132800,"Air pumps and ventilating or recycling hoods incorporating a fan, whether or not fitted with filters, with a maximum horizontal side > 120 cm (excl. vacuum pumps, hand- or foot-operated air pumps and compressors)","149,370","91,087,980","4,775,349","155,041,970","25,477","27,554,792",p/st
3303,28133100,Parts of pumps for liquids and for liquid elevators,:,"490,265,740",:,"448,919,290",:,"319,088,741",:
3304,28133200,"Parts of air and vacuum pumps, of air and gas compressors, of fans, and of hoods",:,"349,500,180",:,"291,762,140",:,"293,323,236",:
3305,28141120,"Pressure-reducing valves of cast iron or steel, for pipes, boiler shells, tanks, vats and the like (excluding those combined with lubricators or filters)","721,700","41,091,720","2,122,900","27,787,170","2,969,529","54,071,956",kg
3306,28141140,"Pressure-reducing valves for pipes, boiler shells, tanks, vats and the like (excluding of cast iron or steel, those combined with filters or lubricators)","765,700","36,664,640","2,254,100","64,150,920","2,334,450","24,195,499",kg
3307,28141160,"Check valves for pipes, boiler shells, tanks, vats and the like","5,234,400","137,113,970","4,866,400","89,868,690","1,769,830","67,387,053",kg
3308,28141170,Valves for pneumatic tyres and inner-tubes,"155,200","3,428,270","2,928,500","43,328,800",0,0,kg
3309,28141180,"Safety or relief valves for pipes, boiler shells, tanks, vats and the like","2,485,300","183,455,020","2,779,600","99,884,980","5,467,506","99,224,605",kg
3310,28141233,"Mixing valves for sinks, wash basins, bidets, water cisterns etc. excluding valves for pressure-reducing or oleohydraulic/pneumatic power transmissions, check valves, safety/relief valves","1,936,100","64,133,670","15,826,800","254,607,450","781,364","112,199,478",kg
3311,28141235,"Taps, cocks and valves for sinks, wash basins, bidets, water cisterns etc. excluding valves for pressure-reducing/oleohydraulic transmissions, check, safety, relief and mixing valves","1,534,300","28,046,510","10,494,500","125,707,520","3,702,320","145,803,710",kg
3312,28141253,Central heating radiator thermostatic valves,"216,900","11,896,240","1,890,700","27,027,410",:,:,kg
3313,28141255,Central heating radiator valves (excl. thermostatic valves),"195,400","6,150,970","3,030,200","43,365,210","993,967","14,572,007",kg
3314,28141313,Temperature regulators (excl. thermostatic valves for central heating radiators),"175,100","16,028,640","1,087,700","25,921,370","37,871","2,387,223",kg
3315,28141315,"Process control valves for pipes, boiler shells, tanks etc. excluding valves for pressure-reducing or oleohydraulic/pneumatic power transmissions, check, safety/relief valves, temp. regulators","1,811,700","172,835,030","3,477,800","150,412,070","45,252,025","215,348,532",kg
3316,28141333,"Other gate valves, of cast iron","732,400","5,659,070","2,134,900","9,408,160","5,365,106","9,891,377",kg
3317,28141335,"Other gate valves, of steel","2,831,600","76,170,620","2,428,400","29,177,020","3,539,058","55,548,146",kg
3318,28141337,"Other gate valves, other","1,696,000","37,794,360","913,700","16,585,530","460,548","15,559,901",kg
3319,28141353,"Globe valves, of cast iron","78,300","1,240,950","771,400","3,823,010",:,:,kg
3320,28141355,"Globe valves, of steel","893,100","46,799,720","1,359,400","25,229,300","259,832","18,789,208",kg
3321,28141357,Other globe valves,"1,159,300","31,016,230","1,721,300","35,216,320","69,600","10,236,123",kg
3322,28141373,Ball and plug valves,"5,017,400","136,955,200","6,473,500","94,466,630","1,879,352","69,658,984",kg
3323,28141375,Butterfly valves,"1,059,800","81,447,680","3,099,400","46,158,930","578,246","37,667,710",kg
3324,28141377,Diaphragm valves,"2,154,200","44,733,230","617,900","15,256,780",:,:,kg
3325,28141380,Other appliances,"10,950,300","506,747,260","22,529,400","514,906,750","4,115,755","143,891,219",kg
3326,28142000,"Parts for taps, cocks, valves and similar appliances for pipes, boiler shells, tanks, vats and the like (including for pressure reducing-valves and thermostatically controlled valves)",:,"422,775,770",:,"514,320,490",:,"818,175,447",:
3327,28151030,Ball bearings,"8,359,000","221,555,650","9,609,900","178,099,100","11,119,600","114,607,046",kg
3328,28151053,Tapered roller bearings (including cone and tapered roller assemblies),"1,512,700","23,013,390","4,551,800","64,135,220",:,:,kg
3329,28151055,Spherical roller bearings,"4,885,600","114,774,740","1,062,700","27,165,600",:,:,kg
3330,28151057,"Cylindrical roller bearings (excluding roller bearings, needle roller bearings)","681,600","45,339,990","1,087,200","47,410,160","252,813","48,942,591",kg
3331,28151070,Needle roller bearings,"162,700","6,981,660","873,400","18,497,230",:,:,kg
3332,28151090,"Roller bearings (including combined ball/roller bearings) (excluding tapered roller bearings, spherical roller bearings, needle roller bearings)","351,600","11,522,420","1,892,600","24,862,850",:,:,kg
3333,28152130,Iron or steel roller chain of a kind used for cycles and motor cycles,"211,700","2,479,160","1,286,900","12,632,010",0,0,kg
3334,28152150,Iron or steel roller chain (excluding of a kind used for cycles or motor-cycles),"2,916,000","25,882,120","3,495,300","32,676,760","325,136","5,380,294",kg
3335,28152170,Iron or steel articulated link chain (excluding roller chain),"2,214,100","16,009,740","4,064,300","15,785,130",:,:,kg
3336,28152230,Cranks and crankshafts,"36,141,500","111,653,150","54,810,100","207,327,850",:,:,kg
3337,28152250,Cardan shafts,"858,200","30,234,470","881,600","11,419,500",:,"34,037,142",kg
3338,28152270,Other shafts,"5,900,100","298,952,800","11,903,900","219,078,450","4,359","402,392",kg
3339,28152330,Bearing housings incorporating ball or roller bearings,"5,604,400","46,403,010","3,484,200","43,568,260",:,:,kg
3340,28152350,"Bearing housings not incorporating ball or roller bearings, plain shaft bearings","4,549,800","197,252,990","12,211,700","157,406,210","931,068","138,550,485",kg
3341,28152432,"Gear boxes for stationary equipment, spur and helical gear boxes","570,600","20,443,580","2,149,900","40,824,140","1,806,317","103,942,535",kg
3342,28152433,"Gear boxes ..., bevel and bevel/spur and helical gear boxes","66,400","5,317,480","307,300","7,566,560",:,"347,006",kg
3343,28152434,"Gear boxes ..., worm gear boxes","14,600","730,210","185,400","4,765,280",:,"2,245,934",kg
3344,28152440,Other gear boxes,"2,993,200","25,060,950","4,190,300","40,211,040","603,726","14,635,304",kg
3345,28152450,Gearboxes and other speed changers for machinery and land/sea vehicles excluding gears and gearing,"2,922,100","113,859,240","11,969,900","153,435,330","1,964,136","56,890,959",kg
3346,28152473,Ball or roller screws,"34,000","2,593,150","140,000","7,868,400",:,:,kg
3347,28152475,"Other transmission elements (excluding gears and gearing, ball or roller screws, gearboxes and other speed changers)","1,365,100","28,358,550","10,198,100","93,531,710",:,:,kg
3348,28152500,Flywheels and pulleys (including pulley blocks),"3,744,100","49,018,420","64,007,900","240,331,740",:,"50,517,119",kg
3349,28152600,Clutches and shaft couplings (including universal joints),"2,039,900","88,743,750","3,445,700","61,598,690","1,537,788","61,307,095",kg
3350,28153130,"Balls, needles and rollers for ball or roller bearings","6,131,700","42,302,560","9,073,900","30,794,370","11,570,328",:,kg
3351,28153150,"Parts of ball or roller bearings (excluding balls, needles and rollers)",:,"27,776,340",:,"94,724,410",:,:,:
3352,28153200,Iron or steel parts of articulated link chain,:,"7,758,750",:,"5,708,440",:,"671,406",:
3353,28153930,Parts of bearing housings,:,"26,556,280",:,"9,521,590",:,0,:
3354,28153950,"Parts of transmission, cam and crankshafts, cranks, plain shaft bearings, gears, ball/roller screws, gearboxes, torque converters, flywheels, pulleys, clutches, shaft couplings, universal joints",:,"85,726,140",:,"227,792,210",:,"79,714,257",:
3355,28211130,Furnace burners for liquid fuel,"20,318","5,474,830","85,249","11,983,380",:,"709,837",p/st
3356,28211150,Furnace burners for solid fuel or gas (including combination burners),:,"14,170,010",:,"6,271,970","4,792","30,867,742",p/st
3357,28211170,"Mechanical stokers (including their mechanical grates, mechanical ash dischargers and similar appliances)",:,"44,510",:,"1,696,690",0,0,p/st
3358,28211230,"Non-electric furnaces and ovens for the roasting, melting or other heat-treatment of ores, pyrites or of metals",:,"16,112,750",:,"8,587,550",58,"21,987,996",p/st
3359,28211270,"Industrial or laboratory furnaces and ovens, non-electric, including incinerators (excluding those for the roasting, melting or other heat treatment of ores, pyrites or metals, bakery ovens, drying ovens and ovens for cracking operations)","2,913,600","28,236,890","697,000","6,900,440","942,392","37,325,225",kg
3360,28211330,Electric bakery and biscuit ovens,"21,162","1,980,730","10,074","6,174,200",:,:,p/st
3361,28211351,Resistance heated industrial or laboratory furnaces and ovens (excluding bakery and biscuit ovens),"492,900","19,643,650","389,300","7,482,350","195,176","35,968,849",kg
3362,28211353,Electrical induction industrial or laboratory furnaces and ovens,"815,300","16,293,760","51,900","1,020,500",:,"23,090,052",kg
3363,28211354,"Electric furnaces and ovens (excluding induction- and resistance-heated); equipment for the heat treatment of materials by induction, other than ovens and furnaces.","2,537,800","65,890,100","2,556,400","24,266,780","213,045","15,064,824",kg
3364,28211355,"Electrical industrial/laboratory furnaces/ovens, induction/dielectric heating equipt. including dielectric furnaces/ovens excluding infra-red radiation ovens, resistance heated furnaces/ovens",:,:,:,:,:,:,:
3365,28211357,Electric infra-red radiation ovens,:,:,:,:,:,:,:
3366,28211430,"Parts for furnace burners for liquid fuel, for pulverised solid fuel or for gas, for mechanical stokers, mechanical grates, mechanical ash discharges and similar appliances",:,"31,207,440",:,"24,426,020",:,"8,211,730",:
3367,28211450,Parts for non-electric industrial or laboratory furnaces and ovens,:,"48,123,540",:,"15,427,570",:,"17,202,247",:
3368,28211470,"Parts for industrial or laboratory electric, induction or dielectric furnaces and ovens or heating equipment",:,"35,314,920",:,"15,833,460",:,"52,852,347",:
3369,28221130,Pulley tackle and hoists powered by an electric motor (excluding of the kind used for raising vehicles),"32,479","19,631,050","90,659","26,463,590","8,553","12,466,232",p/st
3370,28221170,"Pulley tackle and hoists, non-powered by electric motor (other than skip hoists or hoists of a kind used for raising vehicles)","40,322","16,630,510","436,735","12,996,470","1,290","7,712,132",p/st
3371,28221200,Winches and capstans (excluding those for raising vehicles),"271,771","72,240,040","512,894","43,058,870","148,583","34,616,993",p/st
3372,28221250,Winches and capstans powered by an electric motor or internal combustion piston engines (excluding those for raising vehicles),:,:,:,:,:,:,:
3373,28221260,Winches and capstans (excluding those for raising vehicles),:,:,:,:,:,:,:
3374,28221270,Winches and capstans (excluding those for raising vehicles and those powered by an electric motor or an internal combustion piston engine),:,:,:,:,:,:,:
3375,28221330,Built-in jacking systems of a type used in garages for raising vehicles,"16,757","896,490","123,283","28,649,870","1,750","1,322,467",p/st
3376,28221350,Hydraulic jacks and hoists for raising vehicles (excluding those for use in garages),"57,984","22,218,130","642,913","41,230,090","18,732","22,138,328",p/st
3377,28221370,"Jacks and hoists of a kind used for raising vehicles (excluding built-in jacking systems of a kind used in garages, hydraulic jacks and hoists)","34,288","8,885,140","1,552,200","24,573,000","13,050","16,357,903",p/st
3378,28221420,Overhead travelling cranes on fixed support,:,"15,307,990",:,"5,813,430","1,303","86,418,148",p/st
3379,28221433,Mobile lifting frames on tyres and straddle carriers,:,"5,560,790",:,"13,620,310",0,0,p/st
3380,28221435,"Transporter cranes, gantry cranes and bridge cranes",:,"3,845,540",:,"13,732,590",:,:,p/st
3381,28221440,Tower cranes and portal or pedestal jib cranes,:,"12,047,470",:,"70,729,900","1,037","62,950,571",p/st
3382,28221450,"Self-propelled lifting equipment, of a kind mounted to run on rails in servicing building sites, quarries and the like",:,"48,822,480",:,"78,703,510",:,"1,756,508",p/st
3383,28221460,Lifting equipment designed for mounting on road vehicles,:,"4,338,300",:,"115,733,590","11,233","47,788,541",p/st
3384,28221470,"Lifting equipment (excluding overhead travelling cranes, tower, transporter, gantry, portal, bridge or pedestal jib cranes, mobile lifting frames or straddle carriers, self-propelled machinery)",:,"9,294,650",:,"6,050,730","6,915","29,297,736",p/st
3385,28221513,"Self-propelled works trucks fitted with lifting or handling equipment, powered by an electric motor, with a lifting height >= 1 m","44,293","178,966,140","21,411","303,912,610",984,"31,358,298",p/st
3386,28221515,"Self-propelled works trucks fitted with lifting or handling equipment, powered by an electric motor, with a lifting height < 1 m","4,378","11,910,060","15,277","49,049,420",:,:,p/st
3387,28221530,"Self-propelled works trucks fitted with lifting or handling equipment, non-powered by an electric motor","192,969","878,173,120","82,056","395,747,270","22,033","399,404,325",p/st
3388,28221550,Works trucks fitted with lifting or handling equipment (excluding self-propelled trucks),"20,149","23,436,830","139,934","20,899,850","2,808","95,703,677",p/st
3389,28221570,"Works trucks, self-propelled, not fitted with lifting or handling equipment, of the type used in factories, warehouses, dock areas or airports for short distance transport of goods; tractors of the type used on railway station platforms","16,231","22,212,330","141,956","15,592,110",:,:,p/st
3390,28221630,Electrically operated lifts and skip hoists,:,"25,808,380",:,"161,996,490","3,766","51,672,299",p/st
3391,28221650,Lifts and skip hoists (excluding electrically operated),:,"72,146,610",:,"56,431,570","1,967",:,p/st
3392,28221670,Escalators and moving walkways,:,"3,450,290",:,"8,000,260",0,0,p/st
3393,28221710,Pneumatic elevators and conveyors specially designed for agricultural use,:,:,:,:,:,:,:
3394,28221733,Pneumatic elevators and conveyors for bulk materials (excluding those specially designed for agricultural use),:,:,:,:,:,:,:
3395,28221735,"Pneumatic elevators and conveyors (excluding for agricultural use, for bulk materials)",:,:,:,:,:,:,:
3396,28221740,Pneumatic elevators and conveyors,:,"33,799,190",:,"20,170,500","1,471","41,465,565",p/st
3397,28221750,Bucket type continuous-action elevators and conveyors for goods or materials,:,"12,048,330",:,"3,210,320",400,"5,118,061",p/st
3398,28221770,Belt type continuous-action elevators and conveyors for goods or materials,:,"101,157,130",:,"31,253,640","13,040","216,122,797",p/st
3399,28221793,"Roller conveyors for goods or materials (excluding pneumatic elevators and conveyors, those specially designed for use underground, bucket type, belt type)",:,"42,499,730",:,"11,251,680","4,168","94,777,950",p/st
3400,28221795,"Continuous-action elevators or conveyors for goods or materials (excluding pneumatic elevators or conveyors, those designed for use underground, bucket type, belt type, roller conveyors)",:,"46,686,740",:,"67,964,680","11,278","73,201,388",p/st
3401,28221820,"Teleferics, chair-lifts, ski-draglines and traction mechanisms for funiculars",:,"7,548,360",:,"1,190,860",0,0,p/st
3402,28221830,"Rolling-mill machinery; roller tables for feeding and removing products; tilters and manipulators for ingots, balls, bars and slabs",:,:,:,:,:,:,:
3403,28221840,"Lifting, handling, loading or unloading machinery, n.e.s.",:,"349,487,780",:,"339,978,940","318,627","585,997,672",p/st
3404,28221850,Loading machinery specially designed for agricultural use,:,"8,893,670",:,"36,063,550",:,:,p/st
3405,28221890,"Lifting, handling, loading or unloading machinery, n.e.c.",:,:,:,:,:,:,:
3406,28221930,"Parts of machinery of HS 8425, 8427 and 8428 (excluding lift, skip hoists or escalators)",:,"255,784,310",:,"411,465,830",:,"207,505,284",:
3407,28221950,"Parts of lifts, skip hoists or escalators",:,"149,664,930",:,"229,963,410",:,"47,798,714",:
3408,28221970,"Parts of self-propelled works trucks, not fitted with lifting or handling equipment, of the type used in factories, warehouses, dock areas or airports for short distance transport of goods, incl. tractors for railways station platforms, n.e.s.",:,"33,658,450",:,"33,990,230",:,0,:
3409,28222000,"Buckets, shovels, grabs and grips for cranes, excavators and the like","10,966,000","40,278,480","23,799,700","72,343,890","24,703,713","102,573,725",kg
3410,28231000,Accounting machines and similar machines incorporating a calculating device,"1,397,487","82,211,840","7,005,619","165,802,320","7,458","71,609,906",p/st
3411,28231100,Typewriters and word-processing machines,:,:,:,:,:,:,:
3412,28231200,"Electronic calculators and pocket-size data recording, reproducing and displaying machines with calculating functions",:,:,:,:,:,:,:
3413,28231300,"Accounting machines, cash registers, postage-franking machines, ticket-issuing machines and similar machines, incorporating a calculating device",:,:,:,:,:,:,:
3414,28232100,Photo-copying apparatus incorporating an optical system or of the contact type and thermo-copying apparatus,:,:,:,:,:,:,:
3415,28232110,Office machines,:,"84,449,390",:,"94,823,430","2,670","22,077,291",p/st
3416,28232200,"Sheet fed office type offset printing machinery, for sheet size <= 22 x 36 cm",:,:,:,:,:,:,:
3417,28232210,Parts and accessories of office machines,:,"1,084,463,960",:,"1,659,274,890",:,"714,494,015",:
3418,28232300,Other office machines,:,:,:,:,:,:,:
3419,28232400,Parts and accessories of typewriters and calculating machines,:,:,:,:,:,:,:
3420,28232500,Parts and accessories of the machines of HS 8472,:,:,:,:,:,:,:
3421,28232600,Parts and accessories of printers of HS 8443 3,:,:,:,:,:,:,:
3422,28241113,Electromechanical hand drills operated without an external source of power,"993,186","45,225,200","2,419,753","164,099,850",:,:,p/st
3423,28241115,Electropneumatic drills of all kinds for working in the hand,"18,294","2,699,530","181,274","15,044,180",0,0,p/st
3424,28241117,"Electromechanical hand drills of all kinds (excluding those operated without an external source of power, electropneumatic)","81,012","11,797,490","1,401,223","52,630,080",:,:,p/st
3425,28241120,"Electromechanical hand tools operated without an external source of power (excluding drills, saws )","153,428","14,157,690","1,565,918","107,955,390",:,:,p/st
3426,28241123,Electromechanical chainsaws,"10,787","795,390","174,215","11,823,370",0,0,p/st
3427,28241125,Electromechanical circular saws,"248,636","28,297,300","652,580","30,224,680",:,:,p/st
3428,28241127,"Electromechanical handsaws (excluding chainsaws, circular saws)","259,198","26,497,400","1,748,491","51,000,310",:,:,p/st
3429,28241133,"Electro-mechanical hand tools used for working textile materials (excluding drills, saws)",:,:,:,:,:,:,:
3430,28241135,"Electro-mechanical hand tools operated without an external source of power (excluding drills, saws, those used for working textile materials)",:,:,:,:,:,:,:
3431,28241150,"Grinders, sanders and planers, for working in the hand, with self-contained electric motor, operating with an external source of power","445,032","27,609,040","2,280,897","64,562,660",:,:,p/st
3432,28241180,Electromechanical hedge trimmers and lawn edge cutters,"77,832","3,249,330","1,837,530","49,807,050",:,:,p/st
3433,28241185,"Electromechanical hand tools, with self-contained electric motor operating with an external source of power (excluding saws, drills, grinders, sanders, planers, hedge trimmers and lawn edge cutters)","53,096","4,266,820","1,522,262","68,152,790","18,967","809,305",p/st
3434,28241190,Other electric tools,:,:,:,:,:,:,:
3435,28241240,"Tools for working in the hand, pneumatic, including combined rotary-percussion",:,"38,286,380",:,"45,187,730","103,267","6,997,773",p/st
3436,28241260,Chainsaws with a self-contained non-electric motor,"208,194","1,016,380","391,320","24,034,710",0,0,p/st
3437,28241280,"Handtools, hydraulic or with a self-contained non-electric motor (excluding chainsaws)",:,"34,088,710",:,"86,915,540","26,425","25,321,292",p/st
3438,28242100,Parts for chainsaws and other hand tools with a self-contained motor (excluding for pneumatic tools),:,"27,290,480",:,"66,786,410",:,"717,749",:
3439,28242250,Parts for pneumatic hand tools,:,"8,183,380",:,"11,104,640",:,"2,248,194",:
3440,28251130,Heat exchange units,:,"263,249,340",:,"233,841,850","2,222,132","284,457,054",p/st
3441,28251150,Machinery for liquefying air or other gases,:,"12,740,750",:,"14,283,010",:,:,p/st
3442,28251220,"Window or wall air conditioning systems, self-contained or split-systems",:,"23,909,510",:,"80,820,700","330,633","196,336,653",p/st
3443,28251240,Air conditioning machines of a kind used in motor vehicles,:,"39,060,660",:,"53,395,950","596,739","67,274,022",p/st
3444,28251250,"Air conditioning machines with refrigeration unit (excluding those used in motor vehicles, self-contained or split-systems machines)",:,"192,548,800",:,"181,080,410","29,486","64,213,132",p/st
3445,28251270,"Air conditioning machines not containing a refrigeration unit; central station air handling units; vav boxes and terminals, constant volume units and fan coil units",:,"103,806,060",:,"97,341,600","55,352","140,750,076",p/st
3446,28251333,Refrigerated show-cases and counters incorporating a refrigerating unit or evaporator for frozen food storage,"14,845","7,462,070","60,653","53,485,820","6,161","30,576,121",p/st
3447,28251335,Refrigerated show-cases and counters incorporating a refrigerating unit or evaporator (excluding for frozen food storage),"243,956","33,170,880","534,528","104,607,670","28,329","111,559,720",p/st
3448,28251340,"Deep-freezing refrigerating furniture (excluding chest freezers of a capacity <= 800 litres, upright freezers of a capacity <= 900 litres)",:,:,:,:,:,:,:
3449,28251350,"Refrigerating furniture (excluding for deep-freezing, show-cases and counters incorporating a refrigerating unit or evaporator)",:,:,:,:,:,:,:
3450,28251360,"Refrigerating furniture with a refrigerating unit or evaporator (excluding combined refrigerator-freezers, with separate external doors, household refrigerators, refrigerated show-cases and counters)","13,952","12,775,470","194,274","54,676,380","54,342","67,082,999",p/st
3451,28251380,Heat pumps other than air conditioning machines of HS 8415,:,"9,125,370",:,"99,349,680","6,143","20,520,849",p/st
3452,28251390,Other refrigerating or freezing equipment,:,"88,982,970",:,"149,024,960","140,281","157,091,024",p/st
3453,28251410,Machinery and apparatus for filtering or purifying air (excluding intake filters for internal combustion engines),:,"308,798,480",:,"136,151,530","12,380,140","321,724,633",p/st
3454,28251420,"Machinery and apparatus for filtering or purifying gases by a liquid process (excluding intake air filters for internal combustion engines, machinery and apparatus for filtering or purifying air)",:,:,:,:,:,:,:
3455,28251430,"Machinery and apparatus for filtering and purifying gases (other than air and excluding those which operate using a catalytic process, and isotope separators)",:,"245,682,860",:,"192,587,900","41,954",:,p/st
3456,28251440,"Machinery and apparatus for filtering or purifying gases by catalytic process (excluding intake air filters for internal combustion engines, machinery and apparatus for filtering or purifying air)",:,"514,308,290",:,"244,532,320",:,:,p/st
3457,28251450,"Machinery and apparatus for filtering and purifying gases with stainless steel housing, and with inlet and outlet tube bores with inside diameters not exceeding 1,3 cm (excluding intake filters for internal combustion engines)",:,"55,804,710",:,"74,467,060",:,:,p/st
3458,28251470,"Machinery and apparatus for filtering or purifying gases including for filtering dust from gases (excluding air filters for internal combustion engines, using liquid or catalytic process)",:,:,:,:,:,:,:
3459,28252010,"Fans of a kind used solely or principally for cooling microprocessors, telecommunication apparatus, automatic data processing machines or units of automatic data processing machines","467,311","9,747,590","905,129","23,741,190",0,0,p/st
3460,28252030,"Axial fans (excluding table, floor, wall, window, ceiling or roof fans with a self-contained electric motor of an output <= 125 W)","950,061","53,028,140","5,359,995","92,529,010","198,973","87,923,726",p/st
3461,28252050,"Centrifugal fans (excluding table, floor, wall, window, ceiling or roof fans with a self-contained electric motor of an output <= 125 W)","531,096","31,165,570","892,744","61,205,830","270,110","152,375,355",p/st
3462,28252070,"Fans (excluding table, floor, wall, ceiling or roof fans with a self-contained electric motor of an output <= 125 W, axial fans, centrifugal fans)","460,208","49,312,840","4,185,592","143,936,390","9,340","3,310,689",p/st
3463,28253010,"Parts for air conditioning machines (including condensers, absorbers, evaporators and generators)",:,"161,265,080",:,"420,721,170",:,"68,679,002",:
3464,28253030,"Furniture designed to receive refrigerating or freezing equipment (including evaporators, complete refrigerating units)",:,"3,418,330",:,"6,120,960","10,467","15,701,190",p/st
3465,28253050,Parts for non-domestic refrigerating equipment (including evaporators and condensers),:,"11,717,610",:,"34,593,580","15,905,000","81,924,020",p/st
3466,28253070,"Parts of refrigerating or freezing equipment and heat pumps, n.e.s.",:,"30,036,700",:,"123,733,060",:,"11,669,361",:
